,0.0001,0.001,0.01,0.1,1
2,0.663003683,0.6758241653442383,0.593406618,0.6245421171188354,0.6208791136741638
12,0.646739125,0.6811594367027283,0.6630434989929199,0.6431159377098083,0.6413043737411499
32,0.5277777910232544,0.6944444179534912,0.5815972089767456,0.6336805820465088,0.6319444179534912
64,0.5113357901573181,0.7040441036224365,0.5732230544090271,0.6016135811805725,0.5651552081108093
128,0.6023896932601929,0.6962316036224365,0.6279411911964417,0.6720588207244873,0.6869485378265381
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
